,News,All,SVO
0,20160106_1500,盛復12月營收0.65億元年減20.55% 1— 12月達11.21億元盛復()2015年 12月營收資料(單位:千元),[]
0,20160106_1501,光和12月營收0.11億元年減22.04% 1— 12月達1.29億元光和(000638-TW)2015年 12月營收資料(單位:千元),[]
0,20160106_1502,營收利空重挫　大立光一度跌停台股今天再度探底，股王大立光重挫是拖累盤勢的關鍵。大立光十二月營收出爐，月減三成，幅度之大令市場驚訝，股價開低走低，一度打到跌停價1900元，見到一字頭，也創下近19個月的低點。雖然跌停迅速敲開，但是跌幅維持在8%到9%之間，還是相當弱勢。過去十二月營收大立光總是創下新高，這次營收驟降，原因是蘋果iPhone新機銷售有欠理想。蘋果產品線一向占大立光營收比重高，大都有六、七成的水準，蘋果新機一旦賣不好，大立光會直接受創。而大立光的營收揭露後，其他蘋果供應鏈個股全都跟著不支倒地，跌勢沈重。大立光股價去年突破3000元大關，風光一時，但由去年中旬股價趨勢就往下修正，今天正式失守2000元大關，市值比高峰期銳減超過2千億，相當驚人。法人現在都在等一月中旬大立光召開的第一季法說會，公司方面如何說明最新的營運展望與景氣變化。（圖：取自雅虎奇摩）,"[['股王大立光重挫', '是', '拖累盤勢關鍵'], ['月', '減', '三成'], ['跌幅', '維持在', '8%之間'], ['原因', '是', '蘋果iPhone新機銷售欠理想'], ['蘋果iPhone新機銷售', '欠', '理想'], ['蘋果產品線', '佔', '營收'], ['蘋果供應鏈個股', '跟著', '倒地'], ['大立光股價', '突破', '3000元大關'], ['法人', '等', '第一季法說會']]"
0,20160106_1503,永豐期貨台指選擇權盤後－日K連三黑 台股失守8000點◆盤勢分析期貨走勢週三下跌54點收在7971點。價差方面，逆價差縮至19.39點，電子期逆價差縮至1.21點，金融期轉為正價差0.76點，摩台期轉為正價差0.42點。由籌碼面來觀察，三大法人於現貨市場賣超66.99億；而在淨部位方面，三大法人多單減碼1904口，淨多單降至9237口，其中外資多單減碼2652口，淨多單降至20180口；另外十大交易人中的特定法人，全月份多單減碼1394口，淨多單降至16252口，顯示目前法人與大額交易人對台股看法轉趨中性預期。期貨行情走勢方面，全球股市週二小幅回穩，帶動週三早盤以上漲13點開出，而現貨以小跌開出後雖一度拉高翻紅，但盤中蘋概股在利空消息頻傳影響下，相關個股全面重挫，加上早盤再創近5年新低拖累金融股走弱，使得期貨終場以下跌54點作收。由技術面觀察，週三大盤開低走低以帶下影線中黑K失守8000點大關，且成交量能放大至984億水準，短線量價結構持續對空方有利。而以日線型態來看，目前指數日K連三黑續創波段低點，且所有均線轉向下彎，多項技術指標持續轉弱，趨勢仍為低檔震盪偏空。近期可能再現空方波段回測新低走勢，操作上建議可沿5日線偏空操作並請嚴設停損。選擇權分析選擇權從成交量來觀察，1月份買權集中在8400點，賣權集中在7700點。未平倉量部份，買權大量區落在8800點，而賣權大量區落在7700點。全月份未平倉量put/call ratio由0.93降至0.80，持續小於中性值1，反應選擇權籌碼結構仍為中性偏空格局。1月買權平均隱含波動率由19.24%升至19.35%，賣權平均隱含波動率由30.92%降至26.88%，買權升賣權降，週三指數開低走低，短線盤勢持續對空方有利，操作上建議逢高以買權空頭價差策略因應。,"[['永豐期貨臺', '指', '收'], ['金融期', '轉爲', '正價差0.76點'], ['摩臺期', '轉爲', '正價差'], ['三大法人', '賣', '66.99億'], ['三大法人', '減', '口'], ['淨', '降至', '20180口'], ['特定法人', '減', '碼'], ['法人', '轉趨', '中性預期'], ['週三早盤', '漲', '13點'], ['一度', '拉高', '翻紅'], ['黑K', '失守', '8000點大關'], ['成交量', '放大至', '984億水準'], ['技術指標', '轉', '弱'], ['趨勢', '爲', '偏空'], ['5日線', '偏', '空'], ['1月份買權', '集中在', '8400點'], ['賣權', '區落在', '7700點'], ['持續', '小於', '1'], ['反應選擇權籌碼結構', '爲', '中性偏空格局'], ['平均隱含波動率', '升至', '19.35%']]"
0,20160106_1504,"日盛投顧盤後－大盤暫失守8000點大關◆盤勢分析1.週三台股受到法人賣超權值股影響，指數開低回測8000，雖在陸股等亞股上漲影響之下，盤中指數跌幅縮小，終場指數下跌84.72點，跌幅1.05%，收在7990.39點，成交金額放大至986.21億元，價跌量增，連續3天量能都能達 20日均量739億元，呈現出拉回有低接買盤，至於OTC近日拉回仍守住12/14低點122.79點，表現則相對集中市場強。2.觀察台股技術面，周三大盤曾企圖守8000點，但因賣壓太大，盤中不僅8000點失守，也曾一度失守12/14之7980點低點而見到7948點新低點，所幸尾盤收盤回到7990點，7980點暫時假跌破，因9日KD指標來到24與42附近，短線指標略出現背離之可能，過去二個月中，9日KD指標來到20附近都有機會出現反彈上漲，由於短線大盤自12/28高點8394點拉回已有446點，短線乖離不小，在過去8000點都有防守情況之下，預期應該有機會在此附近築底，然而大盤已失守11/30大量1370億元的低點8239點，未來反彈時此部分將是主要壓力點，預估極短線指數將在7900-8250間。3.三大法人合計賣超約66.98億元，外資-48.84億元、投信-10.55億元、自營商-7.59億元。電子權值股持續走弱   而金融類股最弱1.就近期類股走勢分析，電子類股指數與大盤一樣拉回，但守9月底低點309.45點，相對大盤當時8059點，走勢略優於大盤；而非金電指數走勢則在月線附近作整理，同時也未失守12月低點9749點，且與8月低點9101點所連接的上升趨勢線之上，表現最強!金融類股指數除了無法挑戰下彎月線之外，也再創934.78點本波拉回新低點，近日觀察重點在8/24低點925.85點是否可守，如不守則金融股賣壓將會增大!近期類股的強度依序為非金電、電子與金融！2.電子股：因外資法人偏向賣超，因此權值股賣壓大!電子股在蘋果指標股3008大立光因12月營收表現不佳之下，相關族群整體走弱，而先前強勢股的半導體2330台積電與弱勢的IC設計龍頭2454聯發科等股都明顯拉回與破底，在法人尚未買超之前，主要指標股走弱也讓整體大型權值股不易成為短線主流股!週三盤面主要族群仍集中在中小型股，包括有散熱模組，如6230超眾、3324雙鴻與3017奇鋐等股都出現大漲；PA則持續在高檔做整理，包括有2455全新與3105穩懋等股走強；網通族群中的2345智邦與2485兆赫等股再見新高價；而IC設計中也有6462神盾、6415F-矽力與4947F-昂寶等股走強，短線""避大型股選中小型股""仍是重要的操作重點！3.非電子類股：運輸類股在跌多處在低檔之下，近期部份利多刺激之下，也見到買盤進駐，包括2618長榮航與2615萬海等股表現相對大盤強勢，由於漲勢剛加溫，買盤力道或可持續延續。另外，部分中概相關族群也見買盤，包括9904寶成、2723F-美食與1473台南等股，買盤不受大盤拉回影響，未來仍可持續追蹤 ！","[['大盤', '失守', '8000點大關'], ['暫', '失守', '8000點大關'], ['.週三臺股', '受到', '法人賣超權值股影響'], ['指數', '回測', '8000'], ['收', '在', '7990.39點'], ['成交金額', '放大至', '986.21億元'], ['週三大盤', '企圖', '守'], ['所幸尾盤收盤', '回到', '7990點'], ['9日KD指標', '來到', '有機會'], ['短線指標', '出現', '防守情況之下'], ['9日KD指標', '來到', '20附近'], ['有機會', '出現', '反彈上漲'], ['此部分', '失守', '低點8239點'], ['預估極短線指數', '在', '7900-8250間'], ['三大法人', '賣', '約66.98億元'], ['走勢', '優於', '大盤'], ['金電指數走勢', '作', '整理'], ['無法', '挑戰', '下彎月線'], ['金融類股指數', '再創', '934.78點本波拉'], ['觀察重點', '在', '925.85點'], ['強度依序', '爲', '非金電'], ['主要族羣', '集中在', '中小型股'], ['超衆', '出現', '大漲'], ['IC設計中', '也有', '股走神盾仍是操作重點'], ['股走神盾', '仍是', '操作重點'], ['運輸類股', '在', '低檔之下'], ['近期部份', '見到', '買盤進駐'], ['相關族羣', '見', '買盤'], ['買盤', '不受', '拉回影響']]"
0,20160106_1505,*玩家：公告本公司104年度第二次現金增資委託代收價款及存儲專戶機構第三十四條　第42款1.事實發生日:105/01/062.公司名稱:好玩家股份有限公司3.與公司關係(請輸入本公司或聯屬公司):本公司4.相互持股比例(若前項為本公司，請填不適用):不適用5.發生緣由:依據發行人募集與發行有價證券處理準則第九條第二款規定辦理公告6.因應措施:於公開資訊觀測站公告7.其他應敘明事項:(1)委託代收價款簽約日期:105/01/06(2)委託代收價款行庫:玉山銀行永安分行(3)委託存儲專戶簽約日期:105/01/06(4)委託存儲專戶行庫:玉山銀行南勢角分行,"[['現金增資', '委託', '代收價款'], ['前項', '爲', '本公司'], ['3玉山銀行永安分行', '委託', '簽約日期']]"
0,20160106_1506,華德：公告本公司薪資報酬委員會委員及審計委員會委員當然解任第七條　第9款1.事實發生日:105/01/062.發生緣由:本公司三位獨立董事自然解任，所擔任之薪資報酬委員會委員及審計委員會委員當然解任。3.因應措施:於30日內召開股東臨時會修改公司章程，廢止薪資報酬委員會及審計委員會，並將審計委員會改為監察人制度。4.其他應敘明事項:無。,"[['薪資報酬委員會委員', '解任', '事實發生日']]"
0,20160106_1507,華德：公告本公司三分之一以上董事發生變動第七條　第9款1.事實發生日:105/01/062.發生緣由:本公司已接獲金融監督管理委員會核准撤銷公開發行，不再適用證券交易法之規定，故三位獨立董事自然解任，變動比率42.86%。3.因應措施:於30日內召開股東臨時會進行董事補選作業。4.其他應敘明事項:無。,"[['本公司', '接獲', '監督管理委員會覈准']]"
0,20160106_1508,華德：公告金融監督管理委員會核准本公司撤銷股票公開發行。第七條　第9款1.事實發生日:105/01/062.發生緣由:本公司民國104年12月17日股東臨時會決議通過撤銷股票公開發行案，並於民國105年1月6日接獲金融監督管理委員會撤銷股票公開發行核准函。3.因應措施:無。4.其他應敘明事項:無。,"[['金融監督管理委員會覈准本公司', '撤銷', '股票'], ['本公司民國104年12月17日股東臨時會', '決議', '公開']]"
0,20160106_1509,大中12月營收1.40億元年增81.09% 1— 12月達12.77億元大中()2015年 12月營收資料(單位:千元),[]
