,News,All,SVO
0,20210611_200,高端新冠疫苗較國際貴 柯文哲：比較貴也無法知道是否有效高端 () 國產新冠疫苗完成解盲，但仍引發外界質疑，台北市長柯文哲今 (11) 日指出，相較國際藥廠，高端的疫苗每劑要價 881 元，貴了許多，也無法確定最後是否有效，不過，北市府目前的態度是，不論有無國際認證，只要中央配發下來就會施打。台北市今天下午舉行疫情記者會，柯文哲表示，依陽性率 2.1% 來看，北市疫情壓力高峰期已過，沒有大的感染，接下來是小區域殲滅戰。針對高端疫苗完成二期解盲，柯文哲指出，AZ 新冠疫苗每劑 110 元、莫德納 416 元、德國 BNT 540 元，高端每劑則要價 881 元，柯文哲說「比國際貴很多、還不知道有沒有效」，且國際藥廠都是有獲得認證的。柯文哲表示，目前北市施打疫苗的態度就是，中央疫苗發放下來，就要想辦法去施打，就算無國際認證也會打，不過，日本捐贈的 AZ 疫苗下周二起開放接種，到底中央會發放多少劑，每間診所要發多少劑，市府尚不清楚，還有跟基層說預約系統要做好，現在都還沒完成。至於北市對 AZ 疫苗有多少需求？柯文哲表示，第一至三類對象還沒打的約有 2.3 萬人、75 歲以上長者 19.2 萬人、住宿型機構等 1.7 萬人，共計 23.2 萬人，不確定中央會配發多少，但即使符合資格，打到的機率應該低於一半。媒體關切柯文哲何時會施打第二劑？是否選擇混打？柯文哲回應，現在還有很多人連第一劑都還沒施打，不好意思去搶打第二劑，他可以延後再打，若為第一線直接照顧染疫病患的醫護人員，應該可優先接種第二劑。,"[['新冠疫苗', '完成', '解盲'], ['中央', '配', '國際認證'], ['柯文哲', '表示', ' 來看'], ['高端疫苗', '完成', '二期解盲'], ['每劑', '指出', '貴'], ['國際藥廠', '都是', '獲得認證的'], ['有', '獲得', '認證'], ['柯文哲', '表示', '北市施態度就是想辦法'], ['目前', '北市施', '打疫苗'], ['北市施態度', '就是', '想辦法'], ['柯文哲', '表示', '打機率低於一半'], ['打的', '有', '1.7萬人'], ['打機率', '低於', '一半'], ['媒體', '關切', '柯文哲'], ['柯文哲', '回應', '還有很多人施打'], ['很多人', '施', '打'], ['他', '延後', '打']]"
0,20210611_201,5G、電動車需求增 合晶：將迎接新一波景氣循環矽晶圓廠合晶 () 表示，半導體晶片因車市回溫及 5G、電動車等新領域需求漸增，展望今年，將務實積極迎接新一波景氣循環，楊梅、龍潭廠年初以來持續滿載，上海合晶復工後本季可望量產，鄭州廠也啟動擴產。合晶指出，去年全年出貨量較 2019 年同期成長 20%，其中 8 吋矽晶圓出貨量更在第四季創下新高，全球市佔率提升至 5.3%；新加入的 12 吋磊晶代工產品線，也獲客戶認證，開始貢獻營收。不過，受平均銷售價格下滑，運輸成本不斷攀高及大幅升值影響，合晶去年合併營收 74.2 億元，每股純益 1.02 元，較前一年度略微下滑。展望今年後疫情時代，合晶在股東會年報中指出，市場普遍預期未來 2 年半導體景氣將轉趨熱絡，即便企業合併成風，美中貿易衝突導致全球供應鏈重組，半導體晶片因車市回溫及 5G、電動車等新領域需求漸增，將以務實積極態度，迎接新一波景氣循環。對於今年營運重點，合晶表示，產能方面，中小尺寸訂單自年初起持續湧入，龍潭、楊梅兩廠已滿載，將利用去瓶頸方式提供額外產能；上海合晶復工後，產品陸續獲認證，可望第二季量產；鄭州廠因應本次景氣循環，配合客戶需求擴產。技術方面，合晶將強化 12 吋 N 型低阻矽晶棒成長技術開發，積極建立 12 吋晶片成型製造研發線；並與策略夥伴合作發展第三代化合物半導體技術，確保在功率元件領域的領先地位。,"[['5G', '需求', '增'], ['電動車', '需求', '增'], ['鄭州廠', '啓動', '擴產'], ['合晶', '指出', '成長'], ['晶圓出貨量', '創下', '新高'], ['代工產品線', '獲', '客戶認證'], ['合晶', '中指出', '半導體景氣轉趨熱絡'], ['半導體景氣', '轉趨', '熱絡'], ['貿易衝突', '導致', '全球供應鏈重組'], ['半導體晶片', '迎接', '景氣循環'], ['合晶', '表示', '中小尺寸訂單湧入'], ['產品', '獲', '認證'], ['鄭州廠', '配合', '客戶需求'], ['合晶', '強化', '矽晶棒成長技術開發']]"
0,20210611_202,太陽能中下游抵制 矽料漲勢趨緩 價格持平上周研調機構 EnergyTrend 指出，由於太陽能中下游包括矽晶圓、電池與模組業者，紛紛採取抵制措施，抑制本周矽料漲勢，單、多晶價格走勢均明顯放緩，持平上周。EnergyTrend 表示，目前共有 4 家矽料業者正在進行檢修，包括內蒙古、新疆各 2 家，預計 6 月底、7 月恢復產出，部分業者也因矽料供給緊缺，延後檢修期，整體 6 月矽料產量與去年同期持平。需求方面，由於電池業者聯合減產，影響矽晶圓買氣下降，矽晶圓採購矽料的意願也開始轉為謹慎，預期 6 月矽料價格仍以穩定為主，上漲空間有限。下游模組則逐步開始轉嫁原物料上漲成本，多晶、單晶模組皆較上周上漲，中國多晶、單晶模組分別上漲 1.32%、1.19%；海外多晶、單晶價格漲幅也達 1.43%、1.29%。以海外地區來看，EnergyTrend 指出，由於印度疫情影響，終端裝機進度放緩，導致模組業者銷售降溫，歐洲終端需求則相對較好，不過，受限航線減少及運費高昂，導致貨物無法及時交付，在模組漲價及違約下，下半年恐出現法律訴訟。,"[['中下游', '抵制', '矽料漲勢趨緩'], ['研調機構EnergyTrend', '指出', '採取抵制措施'], ['太陽能中下游', '包括', '矽晶圓'], ['EnergyTrend', '表示', '矽料業者正在進行檢修'], ['矽料業者', '正在進行', '檢修'], ['矽晶圓採購矽料意願', '開始', '轉爲謹慎'], ['下游模組', '開始', '轉嫁上漲成本'], ['中國多晶', '上漲', '1.19%'], ['EnergyTrend', '指出', '受限航線減少導致交付貨物'], ['終端裝機進度放緩', '導致', '模組業者銷售'], ['受限航線減少', '導致', '交付貨物']]"
0,20210611_203,〈國內疫情升溫〉協助快篩作業 群創捐贈三縣市正壓檢疫亭國內疫情升溫，各地區啟動快篩作業，面板大廠群創 () 繼去年開發口罩一條龍式包裝產線後，今 (11) 日進一步宣布捐贈苗栗、台南、高雄等縣市政府正壓檢疫亭，協助醫院進行快速採檢，並保護醫護人員在安全環境下進行零接觸採檢，提升防疫量能。群創這次是攜手群創教育基金會共同捐贈，總經理楊柱祥表示，自全球疫情爆發以來，群創肩負企業社會責任，以自身專業，提供前線醫療人員專業醫療面板，這次開發正壓檢疫亭，則運用建置光電廠無塵室經驗，提供防疫科技協助。群創在去年疫情爆發後，也協助業界在第一時間開發口罩一條龍式包裝產線，運用自動化方式進行，減少人工包裝所產生污染，提升作業速度與效率。群創內部近期也啟動企業快篩作業，苗栗竹南廠區在上周末也完成外籍員工快篩作業，均為陰性通過，今也配合南科管理局快篩安排，共計已篩檢約 3000 人，也全數為陰性，預計周末可完成全數 5000 位外籍員工篩檢作業。另一方面，面板相關廠商也運用自身建置無塵室經驗，協助建置正壓檢疫亭，友達 () 就捐贈正壓檢疫亭予中科，電子紙大廠元太 () 則分別捐贈新竹市政府、桃園市政府各一座正壓篩檢亭。,"[['疫情升溫', '協助', '篩作業'], ['各地區', '啓動', '篩作業'], ['醫護人員', '進行', '零接觸採檢'], ['羣創這次', '是', '捐贈'], ['總經理楊柱祥', '表示', '羣創社會責任'], ['羣創內部', '啓動', '篩作業'], ['苗栗竹南廠區', '完成', '篩作業'], ['全數', '爲', '陰性'], ['相關廠商', '運用', '無塵室經驗'], [')友達', '捐贈', '正壓檢疫亭'], [' )', '捐贈', '正壓篩檢亭']]"
0,20210611_204,私菸案宣判 華航4人遭判刑 將協助員工上訴總統蔡英文前年出訪太平洋友邦島國，國安特勤人員卻以專機夾帶近萬條私菸闖關，檢方起訴後，華航 () 在一審判決中有 4 人遭判刑，對此，華航表示，深感遺憾，將全力協助員工上訴。檢方起訴此案相關人士共 14 人，包括華航空品處前副總邱彰信，法院今日一審宣判結果，其中，邱彰信依稅法判刑 2 年 8 月，協理于堯依稅法判刑 2 年 6 月，職員陳穎彥依稅法判刑 2 年，組長黃川禎則依幫助貪汙圖利罪判刑 5 年 4 月，褫奪公權 5 年。華航對此回應，員工皆按多年慣例執行任務，盡全力服務所有貴賓，對於法院判決認定華航員工有違反法律規定，深感遺憾，將協助員工續行救濟，維護法律權益。,"[['4人', '遭', '判刑'], ['4人私煙案宣判遭判刑', '協助', '出訪友邦島國'], ['國安特勤人員', '帶', '私煙闖關'], [')華航', '有', '4人遭判刑'], ['4人', '遭', '判刑'], ['華航', '表示', '協助'], ['員工', '執行', '任務'], ['華航員工', '有', '法律規定']]"
0,20210611_205,〈國內疫情升溫〉台塑麥寮六輕再增2名員工確診 接觸者已匡列快篩台塑 () 麥寮六輕今 (11) 日再傳員工確診，台塑企業也證實，再增加 2 名同仁確診，相關接觸者已匡列並啟動快篩。雲林縣今日新增 17、18 例新冠肺炎確診者，2 人均是在台塑麥寮六輕工作，是室友關係，在同一天確診，但兩人感染源有待確認。由於台塑企業擁有長庚醫療體系支援，近期已在六輕園區啟動快篩，若有同仁身體不適、或為確診者接觸者、遭匡列等，都會直接進行快篩。台塑企業表示，確診的同仁因身體不適，而到快篩站篩檢，篩檢陽性後向縣政府通報，相關資訊以政府公開說明為主。台塑企業強調，集團早已實施異地備援與分流上班，相關接觸員工都已居家隔離，且員工名單造冊，辦公室也全面消毒，但對營運生產沒有影響。,"[['六輕', '增', '2名員工'], ['接觸者', '匡列', '快篩臺塑'], ['今11', '傳', '員工確診'], ['雲林縣', '新增', '新冠肺炎確診者'], ['兩人感染', '源有待', '確認'], ['臺塑企業', '擁有', '醫療體系支援'], ['臺塑企業', '表示', '確診同仁到篩站'], ['確診同仁', '到', '篩站'], ['臺塑企業', '強調', '集團實施備援'], ['集團', '實施', '備援']]"
0,20210611_206,又有KY股出事 兩缺失英瑞-KY 6/16起停止交易證交所今 (11) 日表示，英瑞 - KY() 去 (109) 年與今年第 1 計財報接連遭會計師出具「繼續經營能力存在重大不確定性之查核報告」，且淨值不到股本一半，6 月 16 日起停止交易。汽車水箱廠英瑞 - KY 位於大陸子公司資金遭凍結，5 月 20 日起改列全額交割股，加上財報接連遭會計師打槍，淨值更連股本一半都不到，16 日起將停止交易買賣。根據規定，遭證交所裁定停止交易買賣的個股，無法在 6 個月內改善並恢復普通交易，就會遭強制下市。,"[['經營能力', '存在', '查覈報告'], ['淨值', '不到', '股本一半'], ['大陸子公司資金', '遭', '凍結'], ['淨值', '不到', '一半股本'], ['，', '遭', '證交所裁定']]"
0,20210611_207,〈再生能源面挑戰〉模組出貨前夕逼漲價 系統公會提7點怒摃模組廠太陽光電發電系統公會今 (11) 日發聲明指出，由於部分模組廠片面毀約，在出貨前夕逼迫漲價，若不依則不出貨，並提 7 大點怒摃模組廠，坦言此次模組漲價風波，將影響 400-500MW 的建置時程，衝擊今年太陽能電廠裝置容量，政府 2021 年裝置目標可能再度跳票。國內太陽光電業者表示，此次並非反對模組廠漲價，而是對於很多模組廠已經接了訂單、收了訂金預付款，卻不認帳，疑似坐地起價，沒有合約誠信。業者直言，先前模組材料降價，廠商也不曾主動降價，但材料漲價，卻不承認已簽署訂單、執意漲價，若工程業者不配合漲價，即採取不出貨方式，導致業者氣得跳腳，怒批模組廠「信用破產、完全沒有誠信」。業者點出，政府推動太陽光電模組檢測 VPC 認證制度，過度保護本土模組廠，反而成為國產模組不合理飆漲原因之一，目前國產模組每 KW 價格高於進口模組 10 美分以上，價差達 3-4 成，發電效率也落後國際兩個世代。此外，由於本土模組廠資金有限，投資升級較吃力，年產能全開約 2GW，業者實際需求則為 2.5-3G，本土模組廠在 VPC(高效模組加成 6%) 長期保障下，未能有效提升效能，售價也高於東南亞，每 1W 高出 0.1 美分，且東南亞模組廠更沒有政府補貼。業者認為，太陽能實際供需缺口約 1GW，且國內晶片技術落後，加上 VPC 認證期達 9 個月，導致國外模組無法即時進口，出現有錢也買不到模組的奇怪現象。太陽光電發電系統公會理事長蔡宗融代表會員提 7 點聲明，強調支持保護國產，但應保護具競爭力、高效能、且合乎 ESG 規範的廠家，建請政府調整產業政策，尊重市場自由化，開放進口模組公平競爭，以確保國內再生能源產業供應鏈升級進步。公會的七點聲明如下：一、台灣的模組生產不到 2GW 占全球模組 (今年產量預計 155GW) 比重不到 2%，且模組價格為全球最高價，高於東南亞 30%、中國 50%。二、全球太陽能模組都是往高效能、大尺寸走，G1 小尺寸低效能的模組占 2021 年全球僅 8%。三、此次的矽料及矽晶圓上漲，反映出太陽能產業的瓶頸 (bottle neck) 是在矽料及矽晶圓，而非電池及模組。四、高溫、高濕、颱風的問題不是只有台灣有，這不是台灣應該持續做小尺寸的原因。五、台灣應學習美國應對下一世代的太陽能電池，如 TOPCon 及 HJT 做技術性支持，而在傳統電池及模組，台灣早已不具競爭力。六、此次模組廠要求已經付訂金並簽約的廠商補差價，太陽電能電站建置廠商與台灣模組廠商的信任關係已經轉差，購買部份台灣模組業者的行為已被認為是不可靠的生意。七、我們支持對台灣的電池及模組廠商做一些政策性的支持及扶持，但只限於具競爭力、高效能、且合乎 ESG 規範的廠家，所謂的 G 就是法遵的精神。業者目的還是期待創造「開發商贏 - 準時完工掛錶」、「政府贏 - 順利達成目標」、「模組廠贏 - 信守合約精神」的三贏結局。,"[['日發聲明', '指出', '逼迫漲價'], ['漲價風波', '影響', '建置時程'], ['太陽光電業者', '表示', '此次並非反對模組廠漲價'], ['此次', '並非', '反對模組廠漲價'], ['模組廠', '接', '訂單'], ['業者', '直言', '承認簽署訂單'], ['工程業者', '配合', '漲價'], ['政府', '推動', '檢測制度'], ['每KW價格', '高於', '10美分以上'], ['發電效率', '落後', '兩個世代'], ['實際需求', '爲', '2.53G'], ['本土模組廠', '提升', '效能'], ['售價', '高於', '東南亞'], ['東南亞模組廠', '沒有', '政府補貼'], ['業者', '認爲', '導致買不到奇怪現象'], ['VPC', '期達', '個月'], ['蔡宗融代表會員', '提', ' 點聲明'], ['應', '保護具', '競爭力'], ['臺灣模組', '生產', '2GW佔全球模組'], ['2GW', '佔', '全球模組'], ['今年產量', '預計', '比重不到155GW'], ['比重', '不到', '155GW'], ['模組價格', '爲', '全球最高價'], ['太陽能模組', '都是', '走'], ['小尺寸低效能模組', '佔', '年'], ['矽上漲', '反映', '太陽能產業瓶頸'], ['矽上漲', '反映在', '矽料'], ['高溫問題', '不是', '臺灣有'], ['這', '不是', '臺灣做小尺寸原因'], ['臺灣', '做', '小尺寸'], ['持續', '做', '小尺寸'], ['臺灣', '學習', '美國'], ['TOPCon', '做', '技術性支持'], ['臺灣', '不具', '競爭力'], ['模組廠', '要求', '補差價'], ['已經', '付', '訂金'], ['臺灣模組業者行爲', '認爲', '是不可靠生意'], ['我們', '支持', '做政策性支持'], ['所謂G', '就是', '遵精神'], ['業者目的', '還是', '期待創造三贏結局']]"
0,20210611_208,順藥尿毒搔癢症新藥臨床 Q3完成數據分析順藥 () 今 (11) 日表示，旗下尿毒搔癢症新藥 LT5001 除已取得台灣劑型專利外，正在進行一 / 二期人體臨床試驗，預計本季完成收案，最快下季取得分析結果，瞄準未來近 40 億元市場。順藥在台灣執行尿毒搔癢症新藥 LT5001 的一期併二期的人體臨床試驗，依照規劃，本季將完成收案及病人評估，今年第 3 季有望取得分析結果，若安全性指標達標、順利解盲，將立即啟動二期臨床試驗，進一步驗證 LT5001 對洗腎患者的療效。順藥自行研發的尿毒搔癢症新藥 LT5001，為外用劑型，針對皮膚周邊的鴉片類受體進行作用，抑制產生搔癢訊號，達到止癢效果。據動物試驗研究顯示，動物皮膚塗抹該新藥後，動物血中藥物濃度低，預期人體皮膚外用塗抹後，較不易產生中樞神經副作用，也不會對透析患者的腎臟功能增加額外負擔。尿毒搔癢症新藥 LT5001 向全球 16 個國家申請專利，包含中國、美國、歐洲、日本、韓國、澳洲、俄羅斯等主要市場，其中，台灣為首個取得專利的國家。據美國腎臟協會統計，全美約有 3700 萬名慢性腎臟病患者，2018 年就有 55 萬人需要洗腎，其中約有 4 成洗腎病友有中度至重度不等的尿毒搔癢症狀，預估全球尿毒搔癢症患者達 300 萬人。,"[[' 日', '表示', 'LT5001進行人體臨牀試驗'], ['已', '取得', '臺灣劑型專利'], ['LT5001', '進行', '人體臨牀試驗'], ['順藥', '執行', '人體臨牀試驗'], ['對', '洗', '腎'], ['尿毒搔癢症新藥', '進行', '作用'], ['動物皮膚', '塗抹', '該新藥'], ['尿毒搔癢症新藥', '申請', '專利'], ['臺灣', '爲', '取得專利國家'], ['首個', '取得', '專利'], ['約', '有', '慢性腎臟病患者'], ['55萬人', '需要', '洗腎'], ['洗腎病友', '成有中度至', '重度不等'], ['全球尿毒搔癢症患者', '達', '300萬人']]"
0,20210611_209,融程電拓強固型筆電 拚5年內營收占比3成工業電腦廠融程電 () 積極搶進強固型筆電市場，董事長呂谷清今 (11) 日表示，目前已經有 3 個客戶在接洽，目標 5 年內營收占比可望達到 3 成。呂谷清表示，後疫情時代下，企業行動化的趨勢明確，除強固型平板需求強勁，有 6 成客戶也有強固型筆電需求，預計第三季就會推出相關產品。強固型平板的部分，融程電除了新增美國醫療設備大廠美敦力 (Medtronic) 外，還有 2 家車廠客戶，預計明年開始放量出貨；另外，還有 4 家車廠客戶在洽談訂單中。而近期市場零組件以及海運都面臨供給吃緊、漲價情況，呂谷清坦言，的確有影響，但缺料對營收影響比重僅個位數，且客戶都是下長單，有時間反應，零組件漲價的部分也還能吸收。至於海運缺櫃、塞港，呂谷清表示，第二季的達交率 85%，但狀況有比先前好一點，許多產品都在途中，甚至部分走空運，達交率表現預計到第三季會更好法人估，在歐美客戶專案放量下，融程電今年每月營收都可望持穩在 2 億元上下，融程電 5 月營收 2.53 億元，月增 46.3%、年增 114%，累計前 5 月營收 10.11 億元，年增 71.3%，雙雙創歷史新高。,"[['3成工業電腦廠融程電)', '搶進', '筆電市場'], ['董事長呂谷清', '表示', '有個客戶接洽'], ['營收佔比', '達到', '3成'], ['呂谷清', '表示', '明確'], ['成客戶', '也有', '筆電需求'], ['在', '洽談', '訂單'], ['市場零組件', '面臨', '喫緊情況'], ['呂谷清', '坦言', '比重'], ['客戶', '都是', '下長單'], ['呂谷清', '表示', '狀況有好'], ['狀況', '有', '好'], ['許多產品', '在', '途中']]"
