,date,title,content
0,2021/01/01,振興三倍券98.35%民眾領用 整體振興估創1790億元經濟效益,政院為振興受疫情影響內需型產業，去年 7 月 15 日推出振興三倍券，並在昨 (31) 日截止領用，經濟部今 (1) 日表示，統計有超過 2332 萬人、98.35% 的民眾領取紙本或數位三倍券，且三倍券振興經濟效益已反映在去年 7 至 11 月餐飲及零售業營額上，屢創歷年同月新高，國發會也估振興三倍券加乘其他振興措施，創造約 1790 億元經濟效益。經濟部表示，振興三倍券目的在於鼓勵民眾走出戶外、促進消費，並帶動民間經濟活絡，截至去年 12 月 31 日領用截止統計，紙本及數位綁定超過 2332 萬人領取，其中，領取紙本券共約 2151 萬份、數位綁定共 181 萬件。另外，11 月加碼開放持有效台灣永久居留證、外交官員證外國人領取三倍券，也分別有 7144 人、793 人領取。店家兌換方面，經濟部說明，店家在今年 3 月 31 日以前都可至全國 6221 家兌付金融機構，包括銀行、郵局、農漁會、信用合作社等兌領，而統計紙本三倍券自去年 7 月 23 日開始兌領至 12 月 30 日，已兌領金額約 611 億元，占紙本發行數約 94%。國發會主委龔明鑫也表示，振興三倍券促進消費效果非常好，成功帶動內需零售業、餐飲業營業額明顯回溫，也推估三倍券加計國旅、農遊券、藝 Fun 券等措施，推估加成的經濟效益達 1790 億元，預計三倍券每 1 元預算可創造實質 GDP 最高達到 1.99 元。
1,2021/01/01,台股2020亮眼封關、川普簽紓困法案、中芯傳獲美許可 本周大事回顧,告別 2020 年邁入 2021 年，台股去年亮眼封關，全年大漲 2735 點，站上歷史新高，並寫下四大亮點，而面對變種病毒來襲，我國防疫升級、美國總統川普也意外臨時簽署紓困及支出法案，另外，陸媒報導，中芯已獲美成熟製程設備許可，也為市場投下震撼彈，以下是本周重要大事回顧：台股 2020 年亮麗封關，全年上漲 2735 點收在 14732.53 點，站上歷史新高，根據金管會統計，台股今年共寫下四大亮點，包括指數刷新歷史紀錄、成交量年增逾 6 成、連續 186 個交易日站穩萬點，當中有連續 20 個交易日突破「萬四」之上。延伸閱讀華航日前一架自英國返台航班上有 3 名旅客確診新冠肺炎，疫情指揮中心 30 日表示，經基因比對，1 名發燒的少年證實感染英國變種新冠病毒，為台灣首例，因此，我國入境措施將再加嚴，從元旦起，禁止無居留證外國人入境，同時暫停來台轉機，觀察期訂一個月。另一方面，由於英國疫情嚴峻、變種病毒擴散，華航、長榮航也在 29 日同步宣布，1 月起台北往返倫敦所有航班均暫停營運，未來班次再視疫情狀況調整。美國總統川普在上周 27 日晚間簽署一項 2.3 兆美元的支出法案，其中包含規模 9000 億美元的紓困方案，繼續為國內企業和個人提供救濟金，同時避免聯邦政府在 29 日關門後陷入停擺。根據美國國會敲定方案，紓困計畫包含向每人發放 600 美元現金，每週向失業人士發放 300 美元現金，以及其他向國內企業、學校等方面的補助資金等。三星顯示器原本計劃，在去年底關閉旗下所有 LCD 產線，但 10 月就傳出，三星顯示器評估將停產時間延後至今年首季，本周官方首度證實，將無限期延後關閉 LCD 產線，關閉時間點將依市場狀況而定，為面板市場投下震撼彈，觀察目前全球 LCD 市場主要以中國、台灣面板廠為主，其中，中國廠商拿下近過半市占，市場人士認為，韓廠短期轉變 LCD 布局計劃，對產業供給影響程度相對有限，但恐不利今年面板價格延續強勁漲勢。中國正採取一系列措施，限制馬雲的互聯網金融帝國螞蟻集團，雖然沒有直接要求公司分拆，但是中國監管部門已兩度約談，要求螞蟻「充分認識到整改的嚴肅性和必要性」，並盡快制定整改時間表。中國金融部門提出的整改要求，包括回歸支付本源、提供交易透明度、依法持牌、保護個人資料隱私、確保資本充足、完善公司治理等，根據《彭博》引述知情人士說法，螞蟻集團正計畫把其金融業務合併成為一家控股公司，並讓其接受更像對銀行的那類監管，市場認為，將打擊集團獲利最高的非支付業務的成長。市場傳出，美國同意開放中國晶圓代工龍頭中芯「成熟製程」設備許可證，31 日中國科技電子媒體集微網報導指出，在求證同業下稱該傳聞屬實，由於先前美國禁令導致 8 吋晶圓代工、NOR Flash 等半導體業市況大亂、報價揚升，美國放行中芯成熟製程設備，牽動相關元件後市。金管會 29 日宣布，國泰金旗下國泰世華銀板橋分行洪姓理專因為挪用客戶款項，涉案 4 年、挪用資金達 1732 萬元，依法對國泰世華銀行開罰 1200 萬元，並停止該行板橋分行受理新客戶辦理保險代理業務及金錢信託業務各一個月。而這也是金管會今年開罰理專盜領案的第七案，累計已經開罰高達 7200 萬元，超越去年紀錄，創下歷史新高。高端疫苗 30 日公告，取得台灣衛福部食藥署 (TFDA) 核准，可執行新冠肺炎疫苗第二期人體臨床試驗，也是台灣首家獲准執行二期臨床的疫苗廠。高端表示，旗下開發中新冠肺炎疫苗 MVC-COV1901，是與美國衛生研究院 (NIH) 合作開發，高端向 NIH 技轉全長基因修飾重組 S-2P 蛋白作為疫苗抗原，篩選出候選疫苗免疫組合物，並已完成臨床前藥毒理試驗、倉鼠攻毒試驗，以及一期人體臨床試驗期中分析報告。國發會 28 日公布 11 月景氣對策信號綜合判斷分數為 30 分，較 10 月增加 2 分，燈號續亮綠燈，分數也創下 2011 年 4 月以來新高，景氣領先、同時指標持續上升，反映國內經濟維持穩定成長，市場認為，12 月將有機會挑戰轉亮「黃紅燈」。
2,2021/01/01,三大利多加持 投信看好台股首季問鼎「萬五」氣勢,台股 2020 年亮麗封關，展望 2021 年，投信認為，在半導體利多、產業營銷進入旺季，以及各國股市技術面轉強，市場投資氣氛樂觀拉抬下，台股元月行情可期，有機會挑戰「萬五」關卡。回顧 2020 年，台股除了第 1 季受疫情影響跳水外，隨後在政府積極作多、資金行情拉抬下重新收復萬點大關後，隨著疫苗研發朝正面進展，年底消費旺季加持，推升指數一路挺進「萬四」。保德信高成長基金經理人葉獻文指出，在企業獲利能見度持續向上的環境中，台股多頭行情至少能延續至上半年，今年上半年還有低基期效應待反應，配合全球央行資金大放水，預期企業獲利年增率將改寫波段新高。根據市場估計，台股企業首季獲利年增率約有 13%，第 2 季更將躍增至 43%，並於 2021 全年度持續加速成長，在基本面與資金面雙軌激勵之下，首季見到續創新高的可能頗高，甚至不排除進一步問鼎萬五大關卡。葉獻文指出，全球金融市場低利率趨勢不變，美元處於相對弱勢，相較之下，台股殖利率長期優於鄰近國家，加上台股企業獲利基本面進入 2021 年的成長力道備受矚目，預估台股的高殖利率優勢可望在第 2 季開始發酵。另外，從統計歷史數據，外資鮮少連續兩年賣超台股，代表未來國際資金回補機率大增，研判台股的股利優勢可望繼續吸引外資挹注。富蘭克林華美投信也認為，在全球市場低利環境下，台股平均約 3.67% 殖利率，僅次於英國 (4.77%) 與香港 (3.98%)，加上台灣科技產業佔有大盤半數以上權重，可望持續吸引外資進場。富蘭克林華美第一富基金經理人周書玄認為，今年投資主軸仍聚焦在科技業，尤其看好上游產業，從長期趨勢方向來看，也可看往政策支撐與產業發展的方向，包括環保節電、綠能、電動車、智慧交通與生技醫療等創新科技與新消費趨勢概念主題去投資。
3,2021/01/01,〈潛力股〉訊連邁入轉型收割期 多箭齊發營運穩健,訊連科技 () 受惠人臉辨識市場需求持續升溫，加上旗下訂閱制產品明年起進入營收收割期，轉投資玩美移動也與 Google 旗下 YouTube 結盟發展虛擬美妝服務，營運佈局逐步開花結果，公司並將實施庫藏股，預計買回 2000 張，多方動能可望推升股價穩健向上。訊連 2018 年起轉型走向產品訂閱制，2019 年起積極開發新產品，並強化既有產品線，訊連看好，訂閱制產品明年起將進入營收收割期，預期投資效益將逐年增溫，其中，CREATE B2C (PC & App) 維持強勁成⾧動能，並預期此動能將持續挹注未來營收成長。除擴大布局 CREATE 產品線外，訊連近年來也積極發展 AI 人臉辨識應用 FaceMe 產品線，今年前三季營收較去年同期大增 11 倍；雖然目前營收占比僅 5%，但隨著人臉辨識的市場需求持續升溫，尤其受疫情影響，非接觸式人臉辨識及相關口罩辨識功能市場詢問度大，將成為未來營運重要成長動能。訊連旗下玩美移動也報佳音，與 Google 結盟登上全球最大影音平台 Youtube，讓全球美妝品牌及 Youtuber 可在影片中提供擴增實境虛擬試妝功能，除擴大訊連與玩美移動品牌力，也將帶進更多營收與獲利。此外，訊連去年 12 月 25 日公告，為維護公司信用與股東權益，將再買回 2000 張庫藏股，買回區間價格為每股 90 至 140 元，預定買回股份占已發行股份總數比率 2.42%。
4,2021/01/01,〈潛力股〉半導體測試需求滿 久元橫跨雙領域吃商機,由於終端客戶強勁拉貨，半導體產業鏈不論上、下游，產能皆呈現滿載，久元 () 受惠測試代工服務、測試設備需求強勁，訂單直透上半年，預估獲利將再優於去年上半年，創近 5 年高，整體營運展望佳。久元近年積極轉型，從過往光電領域，跨入半導體領域，包括測試代工服務以及測試設備開發，其中，測試代工服務去年就受惠居家辦公趨勢興起，PC 周邊、防疫相關晶片的晶圓測試 (CP) 需求激增，帶動產能達經濟規模，推升去年毛利率站穩 30% 以上，相較前年 20-28% 顯著提升。測試設備方面，隨著半導體封測廠產能吃緊，紛紛啟動擴產，久元也直接受惠，成為封測業少數跨足兩大領域的廠商，尤其設備獲利表現較佳，去年在產品組合優化下，前三季每股純益達 3.45 元，賺贏前年全年 3.13 元。展望後市，全球遠距趨勢確立，且近期疫情二次爆發疑慮再起，久元看好，測試代工產能將一路滿至明年上半年，測試設備訂單也暢旺，對明年營運展望樂觀。久元營收以測試代工為主，營收比重 59%、自有設備銷售 13%、切割挑揀 28%。
5,2021/01/01,〈潛力股〉奇力新電感、LTCC需求展望佳 併帛漢挹注長期獲利動能,泛國巨 () 集團電感廠奇力新 () 受惠 5G 手機、伺服器、基地台、物聯網及汽車等，帶動一體成形微型電感、高頻電感，以及 LTCC 用量大增，對併購的帛漢來說，變壓器需求及 ASP 也會有所提升，加上資源整合下，市場擴大、成本優化，成為長期獲利另一動能。進入 5G 時代，LTCC 在每支智慧手機的用量將提升至 10-15 顆，是 4G 時 3-5 顆的 3 倍；電感平均用量也隨之提升，中階智慧手機由 120 顆增至 180 顆、高階則由 200 顆提升至 250 顆，成長幅度 25-50%，將是奇力新本身未來的主要成長動能。而奇力新將旗下電阻廠旺詮賣給凱美 ()，並取得帛漢持股，預計 2 月完成交割，帛漢主要產品為網通用濾波器、變壓器，專注網路變壓器繞線技術，在 5G 帶動資料中心、家用交換器、電信端需求成長下，帛漢也將因此受惠。此外，帛漢在車用電子領域也涵蓋電源管理、車聯網、ADAS 先進駕駛輔助系統、BMS 電池管理系統、AVP/AVI 汽車娛樂系統等，預期隨乙太網路產品建構在車聯網等應用上，有助推升變壓器的 ASP 提升。且奇力新將帛漢在納入旗下後，將可更有效率整合繞線技術的研發資源並擴大生產製造規模，布局更完整的電感產品線、再加上提升繞線製程、自動檢測包裝製程自動化比重，不僅藉以提升帛漢變壓器產品 ASP，生產成本也能獲得改善，提升獲利貢獻。法人則分析，旺詮一年營收約 40 億元，佔奇力新營收約 20%、獲利則佔到 25%；而帛漢毛利率雖然較佳，但今年營收規模僅約 20 億元，是旺詮的一半，因此將導致奇力新短期營收獲利還是出現缺口。但隨著產品符合趨勢需求，加上資源集中、高客製化有利毛利率提升下，都將挹注長期獲利表現。
6,2021/01/01,〈潛力股〉環宇-KY基站回溫、轉投資發酵 營運拚反彈,環宇 - KY() 去年受中國基礎建設招標遞延影響，加上轉投資晶成半導體、常州承芯 (原常州新晶宇) 均處於初期建置狀態，需認列投資損失，營運處於谷底，展望今年，隨著中國基礎建設需求擴增、轉投資下半年起將逐步量產出貨，今年營運可望迎反彈。環宇看好長期氮化鎵 (GaN) 取代砷化鎵 (GaAs) 趨勢不變，投資晶成半導體合作 6 吋晶圓廠，未來將主要生產氮化鎵 RF 射頻晶圓、BAW 手機濾波器、VCSEL 等產品，也可望增加非美國生產基地，以因應近期國際政經局勢變化。據了解，晶成在去年第 4 季就已有客戶進入小量生產，雖然初期出貨量仍低，加上廠房、設備折舊認列，短期對環宇營運貢獻仍有限，但最快下半年就可望逐步放量出貨，明年對環宇會有明顯挹注，常州承芯同樣也在初期建置階段，預期設備機台陸續到位後，第 1 季將開始進行客戶驗證。環宇目前對晶成、常州承芯投資比重，因未參與兩公司去年 7 月發行特別股、增資計畫，目前持股比重分別為 34.73%、32.802%。另一方面，全球步入 5G 基礎建設高峰期，雖然去年在疫情衝擊下，多數國家建置進度遞延，但單就中國市場，累計去年前 10 月就已布建 71.8 萬個基站，遠優於預期，今年目標更上看百萬個，力拚初步達到 5G 網路完全覆蓋，也可望帶動環宇基站業務回溫。
7,2021/01/01,〈潛力股〉閎暉調整營運體質見效 明年挑戰擺脫連5年虧損,閎暉 () 近年積極調整體質，將過去手機按鍵業務比例降低，聚焦在車用、穿戴裝置業務，營運已見成效、獲利明顯轉佳，看好明年訂單量可望優於今年，明年全年由虧轉盈，擺脫連 5 年虧損。閎暉汽車零組件明年將聚焦在內裝機構模組 / 機構件以及汽車內裝玻璃應用，主要出貨給各國家零組件廠商或代理商，再間接打入歐美 Tier 1 車系大廠，由於車用供貨合約長達數年，看好明年業績優於今年。此外，閎暉投入車用環保製程新技術應用，已從去年第 4 季開始量產出貨，預期客戶對環保製程新技術需求增加，新技術營收比重可達雙位數以上。法人看好，汽車零組件毛利率達 20%，隨著車市回溫、明年出貨看增，有望挹注明年毛利率大幅攀升，與今年第 3 季 20% 高峰水準相當，車用明年全年營收則有望年增雙位數。穿戴產品方面，閎暉除既有客戶明年市占提升，也接獲新客戶訂單開發運頭型頭戴式穿戴裝置，還有寵物穿戴，目前產品皆已進入測試階段；遊戲機則因今年受惠疫情，出貨優於預期，但明年出貨量將低於今年。法人認為，在汽車零組件持續成長下，第 4 季營收將比上季小幅成長，第 1 季則遇上農曆春節，工作天數減少，營收將比第 4 季下滑個位數，全年營收力拚年增雙位數。閎暉產品組合轉佳、調整營運體質有成，第 3 季雙率雙升，稅後純益 1326 萬元，較上季虧轉盈、年減 18.2%；每股純益 0.22 元，寫近 5 年來單季新高；前 3 季每股虧損 6.6 元。
8,2021/01/01,〈潛力股〉和大搭電動車成長順風車 獲利動能加溫,汽車傳動系統大廠和大 () 11 月合併營收 6.02 億元創 25 個月來新高後，法人認為，和大走出疫情陰霾，更加快腳步出貨，隨著特斯拉持續拉貨，且其他傳統車廠正積極投入電動車版圖，和大有望擴大接單，明年獲利動能升溫。和大自去年下半年起逐漸恢復正常供貨水準，並重回成長軌道，11 月營收 6.02 億元，年增 20.2%，創 25 個月新高，為超前部署 2021 年全球電動車廠產能需求能量，和大嘉義三廠仍按原定擴廠計畫興建，並未受疫情影響，預計 2021 年初可完工啟用。和大是特斯拉全車系減速齒輪零組件供應商，進入 2021 年後，法人看好，隨著 Model3、ModelY 平價化策略發酵，再搭配各廠生產線優化，預估特斯拉出貨量年增幅有望上看 40%，和大將同步受惠。另一方面，隨著全球經濟前景可望於 2021 年起明顯轉好，法人認為，汽車行業正走出陰霾中，再搭上電動車長期成長趨勢，和大產能利用率回升可期，明年獲利將回穩。
9,2021/01/01,〈潛力股〉受惠車市快速復甦及電動車產業起飛 敬鵬營運不淡,全球車市需求可望因新冠肺炎疫苗研發有成帶動下，進一步扭轉過去淡季出貨下滑的頹勢，去年 12 月敬鵬 () 產能利用率已拉高到 8 成以上，營收將出現跳躍走勢，2021 年首季市場需求，也將因疫苗研發有成激勵，可望淡季不淡。敬鵬為全球第二大汽車板廠，受惠車市新購、換車需求回溫，去年 11 月營收 14.66 億元，創 13 個月來新高，且去年 12 月客戶拉貨力道仍相當強勁，12 月產能利用率與 11 月持平，維持在 8 成之上高檔水準，為今年新高；法人看好，敬鵬第四季訂單與出貨挹注下，獲利將較第三季跳升，全年將維持獲利，在接單回溫下，敬鵬陸廠及台灣廠都增聘員工。敬鵬今年前三季稅後虧損 5385 萬元，每股虧損 0.14 元，截至第三季止，每股淨值 37.98 元，以去年 12 月 31 日的收盤價 31.7 元計算，股價淨值比只有 0.83 倍。就技術線型來看，敬鵬股價已站上所有短期均線，在車市需求復甦加持下，已出現量能升溫走勢且完成雙底，有助股價收復每股淨值。敬鵬目前擁有包括台灣桃園廠、平鎮廠、中國大陸江蘇常熟廠及泰國廠 PCB 生產線，其中，台灣廠占營收比重 54%；同時，敬鵬也在燃油車用板外開發新市場，目前包括電動車、低軌道衛星以及網通領域開始布局。
