,date,title,content
0,2015/09/30,F-佐登10/21上市 電商10月上線 今年營收估增逾1成,佐登妮絲董事長陳正雄(右)表示，隨著兩岸持續擴充據點，加上網路電商購物10月上線，今年營收將成長1成以上，每股盈餘將優於去年。左為總經理陳佳琦。(鉅亨網記者張旭宏攝)台灣知名連鎖美容美體SPA佐登妮絲(F-佐登)()敲定10月21日下旬回台第一上市掛牌，掛牌價區間為暫訂68-75元，董事長陳正雄表示，隨著兩岸持續擴充據點，加上網路電商購物10月上線，今年營收將成長1成以上，每股盈餘將優於去年。F-佐登主要營業項目為美容美體產品研發、生產、銷售與課程服務，提供客製化及創新的課程服務，與一貫化生產及嚴格品質管控的美容美體產品，為全台擁有最多美容美體SPA的連鎖機構，截至今年6月底旗下擁有709家門市，包含台灣103家直營店、37家加盟店以及大陸3家直營店、566家加盟店。F-佐登總經理陳佳琦指出，未來將以購買課程的會員為基礎，發展居家保養產品線，美容SPA課程開發也會朝向精緻化推動，進一步提高客單價；另外網路電商購物10月上線，年齡鎖定20-35歲消費者，預計2017年將產品推到百貨公司通路，也會前進馬來西亞、加拿大、美國等市場。陳佳琦表示，目前佐登妮絲兩岸仍積極展店，其中中國每年擴充50-80家，將導入台灣旗艦館經營模式，拉高營運績效，目前已有8家導入，另外台灣每年成長5-10家店，擴大業績表現。
1,2015/09/30,上銀卓永財：中國產能過剩 短期不易恢復 2016年景氣難好,上銀科技()董事長卓永財今(30)日表示，中國大陸產能過剩，目前處在調整期，這不是很短時間可以恢復，因此明年產業恐將不景氣，但是智慧自動化前景還是非常熱，有核心競爭力的產業，還是可以有很好的機會。卓永財今天獲得清華大學頒發「名譽哲學博士」學位，在典禮之外與媒體談到上述看法。儘管明年景氣不佳，但卓永財認為，中國大陸也在轉型升級，現在即使大環境不好，智慧自動化前景還是非常熱。昨天部分縣市宣布放1天颱風假，結果今天幾乎沒風雨，引起工商界批評。卓永財表示，颱風假牽涉到整個國民與經濟的活動，本來就非常困難決定，也不可能每個人都滿意。他昨天覺得颱風中心已經離開，不認為台中會有風、會有雨，因此發簡訊給高階幹部，下午1時正常上班。未來1年產業恐不景氣，他認為，現在最重要的是確保員工不會面臨裁員、減薪，而不是在無風無雨情況下休颱風假。對於央行降息，卓永財說，降息及匯率都是整體經濟的一環，不管哪個國家，在景氣下來時，為維繫企業競爭力及國民經濟活動，必須要採取短期調整措施。他說，儘管降息對企業多少會有些幫助，但企業持續不斷投入研發，才是根本之道。卓永財另外提到，國內產業開始傳出優化人力，但上銀不會裁員、不會減薪。未來希望透過大學研發能量為產業轉型加值，協助台灣能突破「22K」的宿命。
2,2015/09/30,上銀員工好幸福！ 卓永財：不裁員減薪 助台灣甩22K宿命,"上銀科技董事長卓永財(中)獲得清華大學頒發名譽哲學博士學位。(圖：上銀提供)上銀科技()董事長卓永財手握34項發明專利、砸錢研發不手軟，今(30)日獲得清華大學頒發「名譽哲學博士」學位，他說，國內產業開始傳出優化人力，但上銀不會裁員、不會減薪。未來希望透過大學研發能量為產業轉型加值，協助台灣能突破「22K」的宿命。今天的頒發典禮，在國立清華大學國際會議廳舉行，現場冠蓋雲集，包括行政院政務委員顏鴻森、教育部技職司長馬湘萍、台灣工具機公會理監事、台灣智慧自動化與機器人協會(TAIROA)理監事、磐石會、台灣電子設備協會(TEEIA) 理監事等。清華大學校長賀陳弘表示，卓永財董事長是清華第1位跨學院(工學院、科管院)聯合推薦的名譽博士。出於金融而入於創業，個人所擁有的創新專利高達34項。他所創立的「上銀機械碩士論文獎」（HIWIN THESIS AWARD），每年經費高達1,000萬元，被譽為機械產業技術研發的「青年諾貝爾獎」。賀陳弘推崇卓永財，是清華校訓「自強不息」、「厚德載物」相證相合，經名譽博士學位審查委員會一致通過，授予「名譽哲學博士」學位。卓永財則說，他對清大的第一印象是「原子爐」，高中就讀省立新竹高商，常和同學溜到清大，做白日夢，談人生點滴。他又說，雖然目前國內產業開始傳出優化人力情況，但上銀不會裁員、不會減薪。卓永財強調，創新及希望台灣下一代能比我們這一代幸福，是他的志願，上銀未來將促進更多產學合作，希望透過大學研發能量為產業轉型加值，協助台灣能突破「22K」的宿命。"
3,2015/09/30,【國際金融】法拉利或於週五啟動IPO路演,著名豪華跑車品牌法拉利最早可能於週五啟動其備受期待的IPO的路演進程。 該報導援引匿名訊息來源稱，此次IPO的融資規模可能達到10億美元，發行價可能於10月中旬確定。 去年10月，法拉利的母公司菲亞特克萊斯勒宣佈，計畫分拆旗下豪華跑車製造商法拉利，將該公司的10%股份公開上市，其餘90%股份分配給公司的股東。更多精彩內容 請登陸財華智庫網 () 財華香港網 ()或現代電視 ()
4,2015/09/30,《匯市》22:01美元/加幣 報1.34元，跌-0.36分或-0.27%,《匯市》22:01美元/ 報1.34元，跌-0.36分或-0.27%。免責聲明：本文所載資料僅供參考，並不構成投資建議，鉅亨網對該資料或使用該資料所導致的結果概不承擔任何責任。該資訊若與事實不符，應以商品原交易所之公佈為主。
5,2015/09/30,台灣店頭市場融資融券餘額,台北‧09月30日交易日              <            融                 資             >  股票            買進     償還     償還       本日    與前一交  種類                     賣出     現金       餘額    易日差額合  計(張數)     61067    60699     2430    2244524       -2062 融資金(千元)   1710584  1735559    33748   46678717      -58723              <            融                 券             >  股票            賣出     還券     償還       本日    與前一交  種類                     買進     現券       餘額    易日差額合  計(張數)      8249     7016     2341     123960       -1108
6,2015/09/30,**台股集中市場30日信用交易融資餘額1308.33億較25日+ 3.59億,**台股集中市場30日信用交易融資餘額1308.33億較25日+ 3.59億
7,2015/09/30,◆投信連續3日賣超個股,投信連續3日賣超個股1.投信連續賣超3日的股票(2618)長榮航、 (2891)中信金、 (3474)華亞科、 (2883)開發金、 (2882)國泰金2.投信連續賣超2日的股票(2618)長榮航、 (2891)中信金、 (2883)開發金、 (2882)國泰金、 (2884)玉山金3.投信當日(30)賣超的股票(2882)國泰金、 (2002)中鋼  、 (2891)中信金、 (4904)遠傳  、 (3034)聯詠
8,2015/09/30,◆投信連續3日買超個股,投信連續3日買超個股1.投信連續買超3日的股票(2485)兆赫  、 (2330)台積電、 (1319)東陽  、 (2313)華通  、 (3017)奇鋐2.投信連續買超2日的股票(2485)兆赫  、 (2313)華通  、 (2330)台積電、 (1319)東陽  、 (2634)漢翔3.投信當日(30)買超的股票(2313)華通  、 (2330)台積電、 (2634)漢翔  、 (1319)東陽  、 (1521)大億
9,2015/09/30,◆外資連續5日賣超個股,外資連續5日賣超個股1.外資連續賣超5日的股票(2891)中信金、 (2885)元大金、 (2409)友達  、 (2886)兆豐金、 (3481)群創2.外資連續賣超4日的股票(2891)中信金、 (2885)元大金、 (2409)友達  、 (2886)兆豐金、 (3481)群創3.外資連續賣超3日的股票(2891)中信金、 (2409)友達  、 (2885)元大金、 (2886)兆豐金、 (2881)富邦金4.外資連續賣超2日的股票(2891)中信金、 (2885)元大金、 (2409)友達  、 (2886)兆豐金、 (2881)富邦金5.外資當日(30)賣超的股票(2891)中信金、 (2885)元大金、 (2886)兆豐金、 (2409)友達  、 (2882)國泰金
