,Unnamed: 0,date,title,content
0,0,2013/04/15,杜邦「挫咧等」！南六手術衣不織布出貨倍增 明年搶當全球龍頭,南六董事長黃清山強調，目前醫療用木漿水針複合不織布只有杜邦跟南六可以出貨。(鉅亨網記者張旭宏攝)不織布廠商南六企業()旗下醫療用木漿水針複合不織布佔有全球一席之地，董事長黃清山強調，目前只有杜邦跟南六可以出貨，隨著通過歐美認證標準，出貨倍增，今年首季已達800噸，讓目前龍頭地位的杜邦「相當緊張」，隨著中國平湖新產能持續開出，加上開拓澳洲和日本等新市場加持，有信心明年將超過杜邦，成為全球手術衣不織布出貨龍頭。黃清山表示，杜邦3年前確實有意願包下公司產線，讓公司在醫療用不織布每個月可以淨賺1千多萬元，但是基於不想被國外公司主導，加上公司有信心可以研發出更好的不織布，因此毅然決然拒絕杜邦的美意。南六海外事業部總經理鄭德明指出，目前全球手術衣不織布只有南六和杜邦提供，南六手術衣用不織布的出貨，去年第4季在歐美認證通過加持下，出貨大增，一舉從去年第3季的350噸成長至近700噸，倍數成長，隨著中國平湖廠產能持續開出，今年首季的手術衣用布出貨量也已成長至800噸，在新產能持續開出，加上拓展澳洲及日本的新市場，明年的出貨量將衝上1600噸，持續倍增，並將超越杜邦，成為全球龍頭。黃清山指出，公司在醫療領域逐步開花結果，除了手術衣外，未來研發的重點產品包括彈性醫療用布及抗病毒的不織布產品。在抗病毒不織布方面，近來H7N9禽流感病毒又在中國大陸肆虐，也讓抗病毒產品更受關注，其中「抗菌」容易，但「抗病毒」相對困難，據了解最快上半年就可以研發成功，雖然沒有直接生產口罩，但是有出貨給口罩廠用的不織布，隨著「抗病毒」不織布研發成功，明年將在中國大陸推口罩的自有品牌，搶中國龐大內需商機。
1,1,2013/04/15,外資上週賣超台股164.79億　鴻海遭提款,台股上週籠罩在南北韓緊張情勢以及中國大陸禽流感疫情的利空當中，外資上週對台股的操作也以減碼為主，證交所統計上週外資在集中市場賣超164.79億元。賣超最多的個股是鴻海，單週大砍8.7萬張，其次是聯電的6.9萬張以及台積電的4.8萬張，急著變現迴避非經濟因素對股市的衝擊。另外，旺宏、廣達、仁寶、中鋼、緯創、國泰金、台塑、矽品等個股，也是外資上週減碼的焦點股。至於外資逆勢加碼的標的則是台新金和中信金，上週買超張數都超過5萬張；彩晶則是買超第三大，單週加碼2.5萬張。手機股華寶，近幾個交易日都是盤面上的強勢股，主要是外資買盤搶進，上週外資大買華寶1.8萬張，是單週買超第四大。宏達電、華亞科、正新、可成、中環、統一等個股，也都是外資上週大買焦點。證交所統計，到上週五為止，外資在集中市場累計買超82.59億，持有上市股市值接近7.46兆，占全體上市股市值的34.34%。
2,2,2013/04/15,陸首季GDP低預期 中概股又受驚！習六條概念個自表態,中國大陸統計局首季經濟成長率(GDP年增率)7.7%低於市場機構預期，加上惠譽已調低中國長期債信評級；今年以來漲勢犀利的中概收成股今(15)日同步遭遇亂流，權值股正新()收跌1.64%，而有「習六條」護身的統一(1216TW)拉尾收紅，台泥()收漲逾1%；建大()則在美國分散陸風險下力守平盤。中國統計局公布最新資料顯示，首季經濟成長年增幅度7.7%，低於市場機構預估均值8%，保8破功；消息一出，再度牽動了今年清明變盤以來表現仍超越大盤的中概股表現，並據個股橫跨「習六條」與業績護身的程度個自表態。分析師指出，據華爾街消息中國大陸3月官方出口數據與港方面已有了200億美元落差，加上習李體制上路百廢待興，金融海嘯起迄今地方開出的大量建設積欠的總債務額度也將是逐漸浮上檯面，並恐超越2011年6月官方曾發布地方政府債務總額達10.7萬億水準。橫跨中概收成與「習六條」概念的正新今天收跌1.64%、惟仍在5日線之上且外資維持連續5個交易日的買超；平均大中華、美國市場貢獻比重的建大收守平盤，外資再轉買超202張。巨大()收跌2.79%、幾乎回吐進一個月累積漲幅，美利達()上下震盪逾4%收漲1.38%；統一收漲0.17%；台泥、台玻()收漲逾1%，以摩根士丹利為首的3大外資跟進高盛連續4個交易日加碼台玻達384張。
3,3,2013/04/15,南六首季EPS逾1元 面膜打進中國郵政通路 Q2營運暴衝,南六董事長黃清山表示，看好化妝品事業，除了自有品牌「詩柔」獨家打入台灣郵局通路外，5月將開始在大陸銷售。(鉅亨網記者張旭宏攝)不織布大廠南六企業()在嬰兒用品、保養品、醫療用不織布同步成長帶動下，累計首季營收9.71億元，年增16.59%，衝上單季歷史新高，法人估計首季每股盈餘將超過1元，董事長黃清山表示，看好化妝品事業，除了自有品牌「詩柔」獨家打入台灣郵局通路外，5月將開始在大陸銷售，一樣鎖定中國大陸郵政局合作，法人估計第二季營運將會暴衝。黃清山強調，由於化妝品毛利相當高，有超過5成以上，因此決定跨足進來，去年在台灣開始推出自有品牌「詩柔」(Silk Soft)，旗下則有包括面膜、乳液、化妝水、精華液、乳霜等產品，並在郵局開始販售，目前全台共有1300個據點。黃清山進一步指出，鎖定中國大陸廣大美容保養市場，加上在台灣已在郵政通路打響口碑，因此切入大陸市場同樣優先選擇郵局通路，一方面抽成費用較低，另一方面據點也相當密集，目前已和中國大陸郵政局合作，取得河南、湖南、貴州、浙江4個省的銷售權，由於4省人口達2.5億之多，商機相當龐大，首波舖貨200萬片，第2季開始將可大量挹注公司營收獲利。
4,4,2013/04/15,南六首季EPS逾1元 面膜打進中國郵政通路 Q2營運暴衝,南六董事長黃清山表示，看好化妝品事業，除了自有品牌「詩柔」獨家打入台灣郵局通路外，5月將開始在大陸銷售。(鉅亨網記者張旭宏攝)不織布大廠南六企業()在嬰兒用品、保養品、醫療用不織布同步成長帶動下，累計首季營收9.71億元，年增16.59%，衝上單季歷史新高，法人估計首季每股盈餘將超過1元，董事長黃清山表示，看好化妝品事業，除了自有品牌「詩柔」獨家打入台灣郵局通路外，5月將開始在大陸銷售，一樣鎖定中國大陸郵政局合作，法人估計第二季營運將會暴衝。黃清山強調，由於化妝品毛利相當高，有超過5成以上，因此決定跨足進來，去年在台灣開始推出自有品牌「詩柔」(Silk Soft)，旗下則有包括面膜、乳液、化妝水、精華液、乳霜等產品，並在郵局開始販售，目前全台共有1300個據點。黃清山進一步指出，鎖定中國大陸廣大美容保養市場，加上在台灣已在郵政通路打響口碑，因此切入大陸市場同樣優先選擇郵局通路，一方面抽成費用較低，另一方面據點也相當密集，目前已和中國大陸郵政局合作，取得河南、湖南、貴州、浙江4個省的銷售權，由於4省人口達2.5億之多，商機相當龐大，首波舖貨200萬片，第2季開始將可大量挹注公司營收獲利。
5,5,2013/04/15,新興產業加速育成至少20家中小企 英業達強力支持,張家祝：中小企業如何導入大企業資源、跨國育成加速器等新元素，以鼓勵青年創新創業，是台灣經濟更上層樓的重要關鍵。(鉅亨網記者黃佩珊攝)經濟部推動新興產業加速育成計畫，將透過學術單位，以策略聯盟方式，打造7個產業育成加速器，預估培育至少20家創新型核心中小企業，誘發8億元投資額。而這項計劃獲得英業達()等多家企業的支持。經濟部參考美國矽谷最新育成模式推動新興產業加速育成計畫，今(15)日舉行首場聯合說明會，英業達副總經理陳逸萍、悅智管理顧問公司董事長黃河明等人與會表達支持。而去年度育成廠商泰合生技藥品公司及智新資通公司現場分享創業甘苦。經濟部長張家祝致詞指出，台灣面臨全球競爭、國際經濟成長趨緩等多重挑戰，中小企業如何導入大企業資源、跨國育成加速器等新元素，以鼓勵青年創新創業，是台灣經濟更上層樓的重要關鍵。張家祝提及，去年經濟部曾在亞太經濟合作會議(APEC)中提出APEC創業加速器等倡議，獲得各國一致支持，今年8月台灣將首次舉辦Intel APEC創業挑戰賽，亞太將有21個國家、36個創業團隊來台，將成為國際矚目焦點。而經濟部推動的新興產業加速育成計畫，定位於產業聚焦、國際接軌及育成拔尖，透過工研院、交通大學及中原大學等，以策略聯盟方式，協助優質創新企業或團隊，布建全球合作網路。預期培育出至少20家創新型核心中小企業，誘發8億元投資額，促成5000萬元以上國際合作商機。
6,6,2013/04/15,擎泰Q1營運續虧 稅前虧1.85億元 每股稅前虧2.85元,FLASH控制IC擎泰()今(15)日公告 3 月單月自結營運成果，儘管營收向上升溫，達8549萬元，月增7.8%，第 1 季營收為2.46億元，季增24.4%，但營運仍有逆風， 3 月單月稅前損失為5665萬元，虧損金額較 2 月減少12.3%，第 1 季稅前淨損1.85億元，虧損金額則較第 4 季減少近 5 成，以目前股本6.49億元計算，每股稅前約虧2.85元。擎泰營運仍在調整期， 3 月營收反應工作天數正常而回溫，月增7.8%，第 1 季營收達2.46億元，季增24.4%，整體營運仍未達損益平衡點， 3 月單月營業損失為5756萬元，較 2 月6481.5萬元減少，第 1 季營業損失為1.89億元，較第 4 季2.89億元減少近 1 億元，減幅達34.6%。擎泰 3 月單月稅前損失達5665萬元，虧損金額較 2 月6461萬元減少了12.3%，第 1 季稅前虧損為1.85億元，較第 4 季的3.67億元減少近 5 成，以擎泰目前股本6.49億元計算，擎泰第 1 季每股稅期虧損約2.85元。
7,7,2013/04/15,可成小金雞鑫禾 5/7上市 去年EPS 6.22元居冠！,可成()旗下小金雞NB樞紐廠鑫禾()，敲定5月7日掛牌上市，掛牌價暫訂60元，明開法人說明會。鑫禾去年收惠Ultrabook新機種新型樞紐模組件產品獲得客戶認證出貨，稅後淨利3.8億元，年增94.9%，每股盈餘達6.22元，居國內樞紐廠獲利王。鑫禾為可成轉投資，資本額6.12億元，可成持股27.23％。目前主要從事樞紐零組件製造及銷售，產品包含筆電、AIO、POS機、實物投影機及車用樞紐零組件等。鑫禾NB樞紐全球市占率約2成，主要銷售客戶為廣達()與仁寶()等大廠。鑫禾2011年稅後淨利為1.95億元，每股盈餘為5.29元；2012年營收19.91億元，年增31.71%，去年鑫禾受惠客戶端Ultrabook新機種新型樞紐模組件出貨帶動下，營收達7.09億元，年增28.2%，稅後淨利3.79億元，年增94.9%，每股盈餘6.22元，營收獲利均創下歷史新高。
8,8,2013/04/15,可成小金雞鑫禾 5/7上市 去年EPS 6.22元居冠！,可成()旗下小金雞NB樞紐廠鑫禾()，敲定5月7日掛牌上市，掛牌價暫訂60元，明開法人說明會。鑫禾去年收惠Ultrabook新機種新型樞紐模組件產品獲得客戶認證出貨，稅後淨利3.8億元，年增94.9%，每股盈餘達6.22元，居國內樞紐廠獲利王。鑫禾為可成轉投資，資本額6.12億元，可成持股27.23％。目前主要從事樞紐零組件製造及銷售，產品包含筆電、AIO、POS機、實物投影機及車用樞紐零組件等。鑫禾NB樞紐全球市占率約2成，主要銷售客戶為廣達()與仁寶()等大廠。鑫禾2011年稅後淨利為1.95億元，每股盈餘為5.29元；2012年營收19.91億元，年增31.71%，去年鑫禾受惠客戶端Ultrabook新機種新型樞紐模組件出貨帶動下，營收達7.09億元，年增28.2%，稅後淨利3.79億元，年增94.9%，每股盈餘6.22元，營收獲利均創下歷史新高。
9,9,2013/04/15,接班7吋！宏碁、華碩將推出8吋平板挑戰 iPad mini,桌上型、筆記型電腦銷售疲軟，平板電腦儼然成品牌衝刺銷售目標的重要產品線。研究機構WitsView表示，8吋平板擁有進可攻退可守的特性，勢必成為品牌競爭的重要項目，不但被定位成7吋平板電腦的接班人之外，也被非蘋果陣營視為對抗iPad mini的利器，預料宏碁()及華碩()今年下半年將推出8吋平板挑戰iPad mini。WitsView研究協理邱宇彬表示，為了迎合消費者求新求變的需求，平板電腦的關鍵訴求每年都在改變，2011年平板電腦的重心放在解析度的提高上，2012年著眼於低價產品的吸引力，而今年預料將以新尺寸的崛起做為主軸，8吋平板電腦將成為主流。由於現階段7吋平板電腦琳瑯滿目，已經到了氾濫的階段，品牌間不斷削價的結果，讓7吋市場成為難以獲利的產品。依據WitsView的估計，8吋平板電腦上半年仍處於導入階段，占整體平板電腦出貨比重僅有4.5%，然而下半年起，包括Samsung、acer(宏碁)、HP、Lenovo以及Asus(華碩)等耳熟能詳的品牌，都將推出該尺寸產品應戰，在新機傾巢而出的影響下，8吋平板電腦下半年比重將一口氣推升至17.6%。以年度來看，相較於2012年8吋產品市占率僅有區區的2.6％，2013年則將大舉攀升至11.9%的水準，毫無疑問地，8吋產品的崛起絕對是今年平板電腦市場發展中的重頭戲。邱宇彬表示，8吋平板電腦重要的一項訴求為窄邊框設計概念，讓8吋平板電腦的體積大小等同於現行7吋產品，但卻擁有對角線多一吋、更大的視野面積，8吋平板電腦取代7吋的戲碼很快就會上演。此外，iPad mini挾著輕巧的外型，獲得不錯的迴響，從尺寸上來說，8吋平板電腦稍大於7.85吋的iPad mini，在產品規格上略佔上風；從價格上來看，除了搭載特殊功能與規格的產品外，8吋平板的定價將比iPad mini平均低上50至100美元。以尺寸更大、負擔卻更經濟的訴求加以包裝，8吋平板直接瞄準iPad mini而來的意圖十分明顯。
